Rank,Hebrew,English,cefr_level,confidence,source
4860,הכלכלית,the economic (f.s.),B2,0.354,model_predicted
4861,הצפוניים,the northern (m.pl.),B1,0.355,model_predicted
4862,הסחר,the trade,A2,0.475,model_predicted
4863,בל,not / do not,A1,0.569,model_predicted
4864,נוחה,comfortable (f.s.),A2,0.415,model_predicted
4865,נוצרי,Christian (m.s.),B1,0.29,model_predicted
4866,נקט,took (action / step) (m.s.),A1,0.35,model_predicted
4867,ממספר,numbers (v.) (m.s.) / numerator / from the number / from a number,A1,0.734,model_predicted
4868,מעיד,testifies,C1,0.586,model_predicted
4869,להתאים,to fit / to match / to suit,A2,1.0,concordance
4870,תומכים,supporters,C1,0.439,model_predicted
4871,וביניהם,and between them,A2,0.322,model_predicted
4872,חריפה,hot / severe (f.s.),A1,0.692,model_predicted
4873,היבשת,the continent,A2,0.313,model_predicted
4874,דגש,stress / emphasis,B1,1.0,concordance
4875,באורך,at a length of,A2,0.408,model_predicted
4876,נוספו,were added,A1,0.62,model_predicted
4877,נטייה,inclination / tendency / tilt,C1,0.588,model_predicted
4878,מחתרת,underground,B2,0.335,model_predicted
4879,לביקורת,to/for criticism / to/for inspection / to/for the criticism / to/for the inspection,C1,0.516,model_predicted
4880,תערובת,mix,B1,0.319,model_predicted
4881,שרף,burned (m.s.) / resin / angel,B1,0.409,model_predicted
4882,אמירה,saying (n.),A1,0.454,model_predicted
4883,אלמוגי,the corals of,B1,0.338,model_predicted
4884,המבוססת,that is based / the well established / the well based (f.s.),A1,0.795,model_predicted
4885,המסחרי,the commercial,A2,0.549,model_predicted
4886,היישובים,the settlements,C1,0.501,model_predicted
4887,הלהב,the blade,B1,0.336,model_predicted
4888,הוצגה,was introduced / was displayed / was presented / was exhibited (f.s.),A2,0.447,model_predicted
4889,הקרובה,the close / the relative (f.s.),A1,0.352,model_predicted
4890,הענקים,the giant (adj.) / the giants (n.) / the necklaces,B1,0.296,model_predicted
4891,האומה,the nation,B2,1.0,concordance
4892,הכוונה,the intention / the meaning / guidance / direction,B2,0.389,model_predicted
4893,ההנהגה,the leadership,C1,0.412,model_predicted
4894,הבסיסית,the basic (f.s.),B1,1.0,concordance
4895,הנהלת,the management of,B2,1.0,concordance
4896,באסלאם,in the Islam,A2,0.357,model_predicted
4897,בנפרד,separately,C1,0.445,model_predicted
4898,קלעי,marksman,B2,0.328,model_predicted
4899,ההבלגה,the restraint,C1,0.584,model_predicted
4900,אחוזת,mansion of / estate of / possessed by / stricken by (f.s.),B1,0.285,model_predicted
4901,קרבית,combat (adj.) (f.s.),B2,0.404,model_predicted
4902,לאומית,national (f.s.),A2,1.0,concordance
4903,תיבות,boxes / cases / arks,A1,0.58,model_predicted
4904,תלמידי,students of,A1,1.0,concordance
4905,עדות,evidence / testimony,C1,0.4,model_predicted
4906,שאותם,whom / that the same (m.pl.),A1,0.581,model_predicted
4907,שאחד,that one,A1,0.795,model_predicted
4908,אחוזי,percentage of / possessed by / stricken by (m.pl.),B2,0.306,model_predicted
4909,הייחודי,the unique,C1,0.308,model_predicted
4910,מוצגים,are introduced / are displayed / are presented / are exhibited / exhibits (m.pl.),A1,0.786,model_predicted
4911,לחזות,to watch / to predict,A1,0.795,model_predicted
4912,המנוע,the engine,A2,0.577,model_predicted
4913,הוויכוח,the argument / the dispute,B1,1.0,concordance
4914,הקיים,that exists (m.s.),A1,0.795,model_predicted
4915,מורכבות,complexity / complex / composed of (f.pl.),C1,0.615,model_predicted
4916,תסיסה,fermentation / unrest,B2,0.361,model_predicted
4917,קשריו,his/its ties / his/its bonds / his/its links / his/its connections,B1,1.0,concordance
4918,עולמי,my world / global / universal (m.s.),B2,1.0,concordance
4919,אלוהי,the god of / my god / the scout / the ranger / the observer / the spectator / that/who observes / that/who,A1,1.0,concordance
4920,הצופה,hatsofe / watches (m.s.) / the scout / the ranger / the observer / the spectator / that/who observes / that/who / hatsofa / watches (f.s.),A1,1.0,concordance
4921,הקלפי,the poll / the polling booth,B2,0.272,model_predicted
4922,ביוגרפיה,biography,B2,0.348,model_predicted
4923,סימון,marking,B2,0.36,model_predicted
4924,למחקר,for research / for a study / for the research / for the study,B2,0.337,model_predicted
4925,תמונת,picture of,A1,0.772,model_predicted
4926,צולם,was photographed,A2,0.447,model_predicted
4927,אופקים,horizons / knowledge,C1,0.453,model_predicted
4928,ההגייה,the pronunciation,B1,0.321,model_predicted
4929,נמרוד,we will rebel,A1,0.714,model_predicted
4930,להקת,band of,A1,1.0,concordance
4931,לביקורות,to/for criticism / to/for inspections / to/for the criticism / to/for the inspections,C1,0.516,model_predicted
4932,מתמטית,mathematical (f.s.),C1,0.354,model_predicted
4933,חיוביות,positive (f.pl.),B1,0.393,model_predicted
4934,אקולוגיה,ecology,C1,0.6,model_predicted
4935,בסיבוב,in a rotation / in a revolution / in the rotation / in the revolution,B2,1.0,concordance
4936,השאול,the borrowed / hell,C1,0.432,model_predicted
4937,הסיוף,the fencing,B2,0.347,model_predicted
4938,גדילה,growth,B1,0.318,model_predicted
4939,הנפוצים,the common (m.pl.),B1,0.428,model_predicted
4940,הפחמן,the carbon,B2,0.35,model_predicted
4941,קרחונים,icebergs,A2,0.283,model_predicted
4942,ממך,from you (m.s.) / from you (f.s.),A1,0.672,model_predicted
4943,מודה,thanks / confesses (m.s.) / thanks / confesses (f.s.),A1,0.705,model_predicted
4944,עשיתי,I did,A1,0.629,model_predicted
4945,שכב,lay down (m.s.),B1,0.363,model_predicted
4946,ההשגחה,the supervision / Providence,C1,0.564,model_predicted
4947,המעצר,the arrest,B1,0.526,model_predicted
4948,למראה,at a sight / at the sight of / at/to the sight / to a mirror / at her sight / to the mirror,B1,0.416,model_predicted
4949,ליער,to a forest / to the forest,A1,0.401,model_predicted
4950,שאי,that an island / that is not,A1,0.795,model_predicted
4951,מהו,what is,A1,0.776,model_predicted
4952,לדאוג,to worry,A2,0.401,model_predicted
4953,ובכלל,and in general,B1,1.0,concordance
4954,הנפט,the kerosene / the oil,B2,0.335,model_predicted
4955,מעניין,interesting,A1,0.596,model_predicted
4956,מענה,answer / reply / tortures / torments (m.s.),A1,0.72,model_predicted
4957,להניע,to move,A2,0.399,model_predicted
4958,שאלו,asked / borrowed (pl.),A1,0.679,model_predicted
4959,אוהב,loves (m.s.),A1,0.772,model_predicted
4960,המועד,the time / the holiday / that is prone to (m.s.),A1,0.757,model_predicted
4961,בבכי,tearfully,C1,0.377,model_predicted
4962,מלוא,fullness / to a full / full,C1,0.541,model_predicted
4963,מתושבי,from the residents of,A1,0.672,model_predicted
4964,לחדר,to the room,A1,0.796,model_predicted
4965,להפסקת,to/for the break of / to/for the intermission of,A1,0.4,model_predicted
4966,ודרך,and through / and via / and way / and road / and stepped [on] (m.s.),A2,0.332,model_predicted
4967,אמון,trust / training / practice,B2,0.438,model_predicted
4968,זר,foreign / stranger,A2,0.465,model_predicted
4969,חצות,midnight,A1,0.705,model_predicted
4970,החזיר,returned / gave back,B1,0.367,model_predicted
4971,הגוזלים,the nestlings / that are robbing,C1,0.423,model_predicted
4972,הניח,assumed / placed (m.s.),C1,0.512,model_predicted
4973,גב,back,A1,0.553,model_predicted
4974,צומחים,grow (m.pl.),A1,0.5,model_predicted
4975,סר,moved away / dropped in / was removed / sullen (m.s.),A2,0.434,model_predicted
4976,נוהג,drives / uses to (m.s.) / custom,A1,0.75,model_predicted
4977,מלאכה,work / craft,A1,0.697,model_predicted
4978,משל,of / belongs to / proverb / allegory / example,C1,0.404,model_predicted
4979,משאר,from the rest,A1,0.672,model_predicted
4980,מקורו,its source / his/its origin (m.s.) / its beak,A1,0.823,model_predicted
4981,מאמרים,articles,A1,0.707,model_predicted
4982,ישנו,there is (m.s.),A1,0.782,model_predicted
4983,וראה,and saw (m.s.),A2,0.383,model_predicted
4984,שד,devil / breast,B2,0.384,model_predicted
4985,פרשה,affair / chapter / portion / retired (f.s.),B2,1.0,concordance
4986,אוטומטי,automatic,C1,0.315,model_predicted
4987,חשובות,important (f.pl.),A1,0.32,model_predicted
4988,חריף,hot / severe (m.s.),A1,0.692,model_predicted
4989,התרשם,was impressed / got the impression,A2,0.447,model_predicted
4990,ההפרדה,the separation,C1,0.506,model_predicted
4991,הרעיונות,the ideas,A2,0.41,model_predicted
4992,הצמח,the plant,A1,0.424,model_predicted
4993,גישור,bridging,C1,0.47,model_predicted
4994,במוח,in a brain / in the brain,A1,0.409,model_predicted
4995,ביקורות,criticism / inspections,C1,0.516,model_predicted
4996,בלוח,on a board / on the board,A2,0.429,model_predicted
4997,בכדור,with a ball / in a pill / with the ball / in the pill,A1,1.0,concordance
4998,רופא,physician,B1,0.393,model_predicted
4999,צפויה,expected / anticipated (f.s.),B1,0.439,model_predicted
5000,סחורות,goods / merchandise,A1,0.76,model_predicted
5001,מוביל,leader / transporter / currier (m.s.),B1,0.287,model_predicted
5002,מוצלחת,successful (m.s.),B1,0.375,model_predicted
5003,משקה,drink,A1,0.832,model_predicted
5004,יגאל,will redeem (m.s.),A1,0.714,model_predicted
5005,למדינות,to states / to the states,A2,0.303,model_predicted
5006,לשתף,to share / to let join / to let participate,B1,0.396,model_predicted
5007,לפועל,to/for the worker / into action,A2,0.584,model_predicted
5008,לעומתם,compared with them / against them / opposite them (m.),B2,0.367,model_predicted
5009,לכוח,to power / to force / to strength / to the power / to the force / to the strength,B1,0.397,model_predicted
5010,להצטרף,to join,B1,0.332,model_predicted
5011,לדיון,for discussion / to/for the discussion,A2,0.303,model_predicted
5012,ויכוח,argument / dispute,B1,1.0,concordance
5013,ועליו,and on him/it / and about him/it,A1,0.795,model_predicted
5014,שלמים,whole / complete (m.pl.),A2,0.492,model_predicted
5015,שהתקיימה,that was held / that existed / that survived (f.s.),A1,0.795,model_predicted
5016,שרידים,remnants / survivors,C1,0.539,model_predicted
5017,שנשא,that/who carried / who married (m.s.),A1,1.0,concordance
5018,עזבו,left (pl.),A1,0.619,model_predicted
5019,עבדים,slaves,B1,0.329,model_predicted
5020,איתן,with them (f.) / strong / firm,A1,0.565,model_predicted
5021,אחריהם,after them (m.),A1,0.511,model_predicted
5022,אבות,fathers / ancestors / Avot,A1,0.782,model_predicted
5023,כוכבי,stars of,A2,0.46,model_predicted
5024,כשהיה,when there was,A1,0.801,model_predicted
5025,התמונה,the picture / the photo,A1,0.772,model_predicted
5026,התייחסו,treated / referred to / applied (pl.),B1,0.426,model_predicted
5027,הושלמה,was completed (f.s.),A2,0.447,model_predicted
5028,השופטים,the judges,B1,0.358,model_predicted
5029,הפיק,produced,B1,0.36,model_predicted
5030,הערכות,assessments / estimations / appreciations / credits,C1,0.567,model_predicted
5031,האזרחית,the citizen / the civil (f.s.),B2,0.33,model_predicted
5032,הכוללים,that include (m.pl.),A1,0.795,model_predicted
5033,הבניה,the building (n.),A1,0.534,model_predicted
5034,גנים,gardens / kindergartens / genes,A1,0.684,model_predicted
5035,במכתב,in a letter / in the letter,A1,0.786,model_predicted
5036,באוניברסיטה,at/in the university / at/in a university,A1,0.572,model_predicted
5037,בגודלה,[in her] size,A1,0.819,model_predicted
5038,צורתו,its shape / its form,A1,0.823,model_predicted
5039,נמנה,is included [in] / was counted (m.s.),A2,0.445,model_predicted
5040,נכנע,surrendered (m.s.),C1,0.55,model_predicted
5041,המחלוקת,the dispute,B2,0.413,model_predicted
5042,העקורים,the uprooted / the displaced (m.pl.),C1,0.645,model_predicted
5043,העימות,the conflict,B2,0.394,model_predicted
5044,הנגד,the opposition / the resistor / the non commissioned officer,C1,1.0,concordance
5045,לוחמת,warrior (f.s.),B2,0.361,model_predicted
5046,חציית,crossing of,A2,0.355,model_predicted
5047,המאמץ,the effort,B1,0.367,model_predicted
5048,השושלת,the dynasty,C1,0.557,model_predicted
5049,החודשים,the months,A1,0.827,model_predicted
5050,משמעותיים,significant (m.pl.),C1,0.444,model_predicted
5051,לוחמה,warfare,C1,0.418,model_predicted
5052,תקפו,attacked (pl.),B2,0.356,model_predicted
5053,קרויה,is called (f.s.),A1,0.664,model_predicted
5054,מכרעת,decisive / crucial (f.s.),C1,0.495,model_predicted
5055,למחנה,to/for a camp / to/for a group / to/for the camp / to/for the group,A2,0.353,model_predicted
5056,לביצוע,to the performance of / to the execution of / to be performed,B1,0.334,model_predicted
5057,ונשים,and women,A1,0.791,model_predicted
5058,שיט,cruise,B1,0.394,model_predicted
5059,שהוציא,that took out / that removed / that spent / that published (m.s.),A1,0.795,model_predicted
5060,הזדמנות,opportunity,B2,0.345,model_predicted
5061,גורלו,his fate,A1,0.788,model_predicted
5062,גברה,overcame / defeated (f.s.),C1,0.613,model_predicted
5063,בשפת,in the language of / on the edge of,A1,0.751,model_predicted
5064,בפגישה,at/in a meeting / at/in the meeting,A1,0.614,model_predicted
5065,ניכרים,obvious / evident (m.pl.),B1,0.373,model_predicted
5066,משפטית,judicial / statutory / forensic,B2,0.464,model_predicted
5067,מקביל,parallel (m.s.),C1,0.452,model_predicted
5068,למניעת,for the prevention of,C1,0.465,model_predicted
5069,חמוש,armed (m.s.),B1,0.379,model_predicted
5070,ארגונים,organizations,C1,0.345,model_predicted
5071,כוונה,intention / meaning,B2,0.389,model_predicted
5072,המזכירים,that remind (m.pl.) / the secretaries (m.),A1,0.795,model_predicted
5073,ההמונים,the crowd / the many,A2,0.412,model_predicted
5074,הגיב,responded,B1,0.375,model_predicted
5075,הגרעין,the grain / the nucleus,A2,0.506,model_predicted
5076,דורש,demands / requires (m.s.),B1,0.365,model_predicted
5077,גדות,banks / shores,A1,1.0,concordance
5078,ניצחונו,we won,A2,0.499,model_predicted
5079,משולש,triangle,B1,0.319,model_predicted
5080,תיקון,correction / repair,C1,0.576,model_predicted
5081,פופולרי,popular (m.s.),B1,0.413,model_predicted
5082,עז,goat,A2,0.323,model_predicted
5083,חוקיות,legal (f.pl.),B2,1.0,concordance
5084,חודשי,monthly / the months of,A2,0.321,model_predicted
5085,כאמצעי,as means / as means of,A2,0.331,model_predicted
5086,כבסיס,as a basis / as the basis,B2,1.0,concordance
5087,הלימודים,the studies,A1,0.531,model_predicted
5088,הפעלת,operation of / activation of,B1,0.404,model_predicted
5089,האפיפיור,the Pope,A2,0.332,model_predicted
5090,הרווחת,you earned / you gained (m.s.) / you earned / you gained (f.s.),A1,0.851,model_predicted
5091,בהכרח,necessarily,B2,0.364,model_predicted
5092,בנשים,among the women / among women,B2,0.32,model_predicted
5093,טכנולוגיות,technologies,A2,0.409,model_predicted
5094,ממקור,from a source / from an origin,A1,0.672,model_predicted
5095,מתמטיים,mathematical (m.pl.),C1,0.354,model_predicted
5096,מתרחש,happening (m.s.),A2,0.367,model_predicted
5097,מועמד,applicant / candidate / nominee (m.s.),C1,0.436,model_predicted
5098,משורר,poet,A2,0.325,model_predicted
5099,מעשית,practical (f.s.),B1,0.382,model_predicted
5100,מערבי,western (m.s.),A2,0.506,model_predicted
5101,מזרחי,eastern (m.s.),A2,0.382,model_predicted
5102,מדרגת,stair of / from a degree of / from a level of / from a rank of,A2,0.457,model_predicted
5103,מרכזית,central (f.s.),B1,0.326,model_predicted
5104,למזרח,to the east,A2,0.547,model_predicted
5105,לשימור,for conservation,C1,0.603,model_predicted
5106,לשתות,to drink,A1,0.832,model_predicted
5107,לקבוצות,to/for groups / to/for the groups,A1,0.462,model_predicted
5108,לערך,approximately / around / roughly / to a value,C1,0.402,model_predicted
5109,לדמוקרטיה,to/for a democracy / to/for democracy,C1,0.516,model_predicted
5110,ונחשב,and is considered / and we will calculate,B1,0.369,model_predicted
5111,שטרות,bills,A1,0.78,model_predicted
5112,שנבנו,that were built,A1,0.795,model_predicted
5113,קשור,tied / linked / connected (m.s.),B1,0.403,model_predicted
5114,קדוש,holy,B2,0.346,model_predicted
5115,פולחן,rite / ritual / sacramental,B2,0.362,model_predicted
5116,כינוי,nickname,A2,0.421,model_predicted
5117,כריתת,cutting down of / amputation of,B1,0.293,model_predicted
5118,המרחב,the space,A2,0.514,model_predicted
5119,התרבותי,the civilized / the cultural / the cultivated,C1,0.585,model_predicted
5120,השוואה,comparison,B2,0.348,model_predicted
5121,השגרירות,the embassy,B1,0.298,model_predicted
5122,הפופולריות,the popularity / the popular (f.pl.),C1,0.435,model_predicted
5123,הזיכרון,the memory,A2,0.312,model_predicted
5124,הצומח,that grows / the flora,A1,0.795,model_predicted
5125,במרבית,in most of,A1,0.488,model_predicted
5126,בורות,holes / pits / ignorance,A2,0.29,model_predicted
5127,בשירות,in the service / in a service / in/at the service of,B1,1.0,concordance
5128,בעיית,the problem of,A1,1.0,concordance
5129,רישומים,records / sketches,A2,0.381,model_predicted
5130,נפרדים,separated / individual (m.pl.),C1,0.399,model_predicted
5131,ביהודי,among the Jews of,B2,0.32,model_predicted
5132,לנחל,to a stream / to the stream,B1,0.319,model_predicted
5133,סמלים,symbols / sergeants,B2,1.0,concordance
5134,עיתון,newspaper,A1,0.723,model_predicted
5135,ראייה,sight / eye sight / vision / seeing,B1,0.416,model_predicted
5136,המסמך,the document,B1,0.339,model_predicted
5137,תלמידים,students,A1,1.0,concordance
5138,רכישת,acquisition of / purchase of,C1,0.474,model_predicted
5139,הבאר,the well,A1,0.773,model_predicted
5140,בשנותיו,in/at his years,A1,0.788,model_predicted
5141,וכיצד,and how,A1,0.725,model_predicted
5142,שיקום,rehabilitation / reconstruction,C1,0.565,model_predicted
5143,זנב,tail,B1,0.37,model_predicted
5144,מסלולים,courses / paths / tracks,A1,0.575,model_predicted
5145,ושיטות,and methods,B1,0.354,model_predicted
5146,פרישתו,his retirement,A1,0.788,model_predicted
5147,אימוני,training of / practice of,B1,0.388,model_predicted
5148,חילוף,change / exchange,A2,0.296,model_predicted
5149,כמעין,like,A1,0.662,model_predicted
5150,היין,the wine,A1,0.712,model_predicted
5151,הושפע,was influenced / was affected / the scouts / the rangers / the observers / the spectators / that/who observe / that/who,A1,1.0,concordance
5152,הצופים,hatsofim / watch (m.pl.),C1,0.382,model_predicted
5153,נולדה,was born (f.s.),A2,0.447,model_predicted
5154,נחש,snake,B1,0.393,model_predicted
5155,העבודות,the works / the jobs,A1,0.697,model_predicted
5156,פילוסופים,philosophers,C1,0.563,model_predicted
5157,ביכולתו,he is able [to] / within his power,A2,0.426,model_predicted
5158,אבולוציה,evolution,B2,1.0,concordance
5159,השייכות,the relevance / the relation / the ownership / that/who belong (f.pl.),A1,1.0,concordance
5160,בילה,had fun / spent time (m.s.),A1,0.65,model_predicted
5161,בתערוכה,in a show / in an exhibition / in the show / in the exhibition,A1,0.682,model_predicted
5162,המכירות,the sales,A1,0.499,model_predicted
5163,מתמטי,mathematical (m.s.),C1,0.354,model_predicted
5164,הרפואה,the medicine,A2,0.401,model_predicted
5165,פסלי,statues of / sculptures of,B1,1.0,concordance
5166,מינית,sexual / sexually / you appointed (f.s.) / you appointed (m.s.),A1,0.452,model_predicted
5167,בסרטן,[in] a crab / [in] cancer / [in] the crab / [in] the cancer,B1,0.352,model_predicted
5168,לאלים,to/for the gods / to/for gods / to/for the violent / to/for a violent,A2,0.421,model_predicted
5169,המדידה,the measurement / the measuring,C1,0.443,model_predicted
5170,הביולוגי,the biological,B2,0.439,model_predicted
5171,רקמות,tissues / embroideries,B2,0.415,model_predicted
5172,הגנטי,the genetic (m.s.),C1,0.379,model_predicted
5173,חרקים,insects,B1,0.429,model_predicted
5174,הארוחה,the meal,A1,0.841,model_predicted
5175,הבישול,the cooking,A1,0.648,model_predicted
5176,מחשבות,thoughts,B1,0.345,model_predicted
5177,ואמנם,and indeed,B1,0.321,model_predicted
5178,ואביט,and I will look,A1,0.714,model_predicted
5179,קיבה,stomach,A2,0.357,model_predicted
5180,עף,flew (m.s.),B1,0.413,model_predicted
5181,עט,pen / swooped down,A2,0.497,model_predicted
5182,אתכם,with you (m.pl.) / you (m.pl.),A1,0.565,model_predicted
5183,המלוה,the escort / the creditor,B1,0.367,model_predicted
5184,המחרת,the next day,A1,0.656,model_predicted
5185,העופרת,the lead,B1,0.39,model_predicted
5186,החלותי,I started,A1,0.55,model_predicted
5187,ביציע,in a gallery / in a wing / in the gallery / in the wing,B1,0.344,model_predicted
5188,רטן,grumbled / complained (m.s.),C1,0.391,model_predicted
5189,צחקו,laughed (pl.),A1,0.494,model_predicted
5190,צרצר,cricket,A1,0.44,model_predicted
5191,במחשבות,in thoughts / in the thoughts,B1,0.345,model_predicted
5192,בחוץ,outside,A1,0.654,model_predicted
5193,רגעים,moments,A2,1.0,concordance
5194,מצבי,my state / my situation,B1,1.0,concordance
5195,קרבי,combat (adj.) (m.s.),B2,0.404,model_predicted
5196,כדאי,worthwhile / it is worthwhile,C1,0.456,model_predicted
5197,הכרטיסים,the tickets,A1,1.0,concordance
5198,יכולתי,my ability / my capability / I could,B1,0.386,model_predicted
5199,עמל,work / suffering / worked hard / worker / works hard,A1,0.697,model_predicted
5200,אמי,my mother,A1,0.818,model_predicted
5201,חשבו,thought (pl.),B1,0.345,model_predicted
5202,מכירים,know / recognize (m.pl.),A1,0.789,model_predicted
5203,פרסומת,advertisement / commercials,A2,0.403,model_predicted
5204,השניה,the second / the other,A1,0.619,model_predicted
5205,הדלתות,the doors,A1,0.763,model_predicted
5206,גופי,my body,A1,0.568,model_predicted
5207,גור,cub / puppy,A2,0.47,model_predicted
5208,ברעב,in hunger,B1,1.0,concordance
5209,מלמעלה,from above,A1,0.672,model_predicted
5210,מזמן,long time ago,A1,0.78,model_predicted
5211,מאליו,by itself,A2,0.438,model_predicted
5212,הביצה,the egg / the swamp,A1,0.72,model_predicted
5213,באין,without,A2,0.455,model_predicted
5214,משלי,of mine / proverbs of / Book of proverbs,A1,0.773,model_predicted
5215,מחירי,prices of,A1,0.593,model_predicted
5216,מאלה,from these,A1,0.672,model_predicted
5217,מכוסה,covered (m.s.),B1,0.364,model_predicted
5218,לענות,to answer / to torture / to torment,A1,0.72,model_predicted
5219,לביתו,to/for his home,A1,0.788,model_predicted
5220,לסיים,to finish,A2,0.386,model_predicted
5221,הקרובים,the close / the relatives (m.pl.),A1,0.352,model_predicted
5222,ההשקעה,the investment,B2,0.385,model_predicted
5223,מכירת,sale of,A1,0.499,model_predicted
5224,מסייע,assists / helps (m.s.),B1,0.37,model_predicted
5225,מסביר,explains (m.s.),B2,0.313,model_predicted
5226,תכופות,frequently,B1,0.425,model_predicted
5227,שבכל,that in all,A1,1.0,concordance
5228,חשד,suspected (m.s.) / suspicion,C1,0.381,model_predicted
5229,המאכלים,the food / the dishes,A1,0.838,model_predicted
5230,העולה,the rising / the climbing / the immigrant (m.s.) / the rising / the climbing / the immigrant (f.s.),B2,1.0,concordance
5231,ממוגן,protected / shielded (m.s.),C1,0.474,model_predicted
5232,מסך,screen / display / curtain,A1,0.624,model_predicted
5233,יק,yak,A2,0.339,model_predicted
5234,ידו,his hand,A1,1.0,concordance
5235,לפרלמנט,to/for a parliament / to/for the parliament,B1,0.257,model_predicted
5236,לרוח,to the wind / to/for the spirit / to a wind / to/for a spirit,A1,1.0,concordance
5237,תחושה,feeling / sensation,B2,1.0,concordance
5238,שכבה,lay down (f.s.) / layer,B1,0.363,model_predicted
5239,שבתוך,that is inside,A1,0.795,model_predicted
5240,עמדתו,his position,B1,1.0,concordance
5241,עשיר,rich (m.s.),A2,0.459,model_predicted
5242,אגדה,fairy tale / legend,B1,0.384,model_predicted
5243,המלאכה,the work / the craft,A1,0.697,model_predicted
5244,המוצא,the way out / the origin,A1,0.731,model_predicted
5245,השלבים,the stages / the phases / the rungs,B2,1.0,concordance
5246,הרוחות,the winds,A1,1.0,concordance
5247,הרבנים,the rabbis,B2,0.304,model_predicted
5248,במגרש,in a field / in a yard / in the field / in the yard,A2,0.409,model_predicted
5249,בתוקף,valid / firmly / assertively,C1,0.454,model_predicted
5250,בשער,at the gate / at the gate of,A2,0.42,model_predicted
5251,בעין,in/with an eye / in/with the eye,A1,0.565,model_predicted
5252,ריצת,run of,A1,0.742,model_predicted
5253,סגורה,closed (f.s.),B1,0.46,model_predicted
5254,משתנים,variables / vary / change (m.pl.),C1,0.452,model_predicted
5255,מעריכים,estimate / value / appreciate (m.pl.),C1,0.419,model_predicted
5256,מחסה,shelter,C1,0.421,model_predicted
5257,למסקנה,to a conclusion / to the conclusion,B2,0.354,model_predicted
5258,לקום,to stand up / to wake up,A2,1.0,concordance
5259,לקדם,to promote / to welcome,B1,0.326,model_predicted
5260,לבטל,to cancel,B1,0.449,model_predicted
5261,לסדרת,to a series of / to the series of,A2,0.456,model_predicted
5262,ובמשך,and during,B1,0.418,model_predicted
5263,ובשל,and because of / and ripe / and cooked (m.s.),A1,0.448,model_predicted
5264,עטיפת,wrapping of,B2,0.394,model_predicted
5265,אמיתית,real (f.s.),A2,0.384,model_predicted
5266,איטי,slow,A2,0.336,model_predicted
5267,חלום,dream,A1,0.631,model_predicted
5268,חוקרי,investigators of / researchers of,C1,0.393,model_predicted
5269,חוקר,investigator / researcher / investigates / researches / inquires (m.s.),C1,0.393,model_predicted
5270,אחיה,her brother,A1,0.819,model_predicted
5271,אחוזים,percentage / possessed / stricken (m.pl.),B2,0.306,model_predicted
5272,כשלון,failure,B2,0.357,model_predicted
5273,כשר,kosher,B2,0.364,model_predicted
5274,ככלי,as an article / as articles / as the articles of,A1,0.707,model_predicted
5275,כהונתו,his cadence / his tenure,A1,0.788,model_predicted
5276,המודעות,the notices / the ads / the awareness / that are aware (f.pl.),B1,0.457,model_predicted
5277,המגן,the defender / the shield,B2,1.0,concordance
5278,היציאה,the exit,B1,0.436,model_predicted
5279,השוטרים,the policemen,A2,0.378,model_predicted
5280,הפינוי,the eviction / the evacuation,C1,0.524,model_predicted
5281,הפסידה,lost (f.s.),A2,0.485,model_predicted
5282,החליפה,changed / replaced (f.s.),A2,0.344,model_predicted
5283,ההוראה,the order / the instruction,A2,0.498,model_predicted
5284,הבולט,the protruding / that/who stands out (m.s.),A1,1.0,concordance
5285,הבכיר,the senior,B2,1.0,concordance
5286,דווח,was reported / report (m.s. imperative),A2,0.447,model_predicted
5287,במרחב,in space / in a space / in the space of,A2,0.514,model_predicted
5288,בתחתית,at the bottom of / at the bottom / in the subway,A1,0.468,model_predicted
5289,בעומק,at a depth of / deep / at the depth,C1,0.516,model_predicted
5290,בהתנגדות,[in] a resistance / [in] an objection / [in] the resistance / [in] the objection,C1,0.5,model_predicted
5291,בהוצאת,[in] an expense / in a removal / in an edition / published by,C1,0.402,model_predicted
5292,בדעה,holds the opinion / in [clear] mind,B1,0.412,model_predicted
5293,ספריו,his books,A1,0.788,model_predicted
5294,נמלטו,escaped (pl.),B2,0.328,model_predicted
5295,נועד,intended for / destined for / conferred (m.s.),B1,0.394,model_predicted
5296,נעורים,youth,A1,0.591,model_predicted
5297,נטו,"net (weight, wages) / they were inclined / they tended to / they were tilted",B1,0.259,model_predicted
5298,משוריינות,shielded / armored / secured / iron-bound (f.pl.),C1,0.575,model_predicted
5299,ארטילריה,artillery,C1,0.385,model_predicted
5300,הקונפדרציה,the confederation,C1,0.477,model_predicted
5301,האספקה,the supply,B1,0.361,model_predicted
5302,מפציצים,bombers / bomb (m.s.),B2,1.0,concordance
5303,קיסרי,caesarian,C1,0.526,model_predicted
5304,בצי,in a navy / in an armada / in the navy / in the armada,B1,0.291,model_predicted
5305,להתקיף,to attack,B1,0.362,model_predicted
5306,המזוינת,the armed (f.s.),B1,0.379,model_predicted
5307,פקידים,clerks / officials,B1,0.371,model_predicted
5308,פקודת,order of,A2,0.498,model_predicted
5309,פצועים,injured (m.pl.),B1,0.478,model_predicted
5310,משטרו,his regime / his reign,A1,0.788,model_predicted
5311,בכוחות,with powers / with forces,A1,0.565,model_predicted
5312,להוות,to be / to constitute,C1,0.578,model_predicted
5313,שקדמו,that/who preceded (pl.),A1,1.0,concordance
