word,level,language,source
Post,B1,de,Goethe
nebenan,B1,de,Goethe
nebenbei,B1,de,Goethe
bei,B1,de,Goethe
Meine,B1,de,Goethe
alt,B1,de,Goethe
negativ,B1,de,Goethe
Kühlschrank,B1,de,Goethe
nichts,B1,de,Goethe
rant,B1,de,Goethe
niedrig,B1,de,Goethe
Temperaturen,B1,de,Goethe
niemand,B1,de,Goethe
nirgends,B1,de,Goethe
nirgendwo,B1,de,Goethe
finden,B1,de,Goethe
noch,B1,de,Goethe
bitte,B1,de,Goethe
arbeitet,B1,de,Goethe
fünf,B1,de,Goethe
dauert,B1,de,Goethe
kommt,B1,de,Goethe
nochmals,B1,de,Goethe
normal,B1,de,Goethe
normalerweise,B1,de,Goethe
Not-,B1,de,Goethe
Treppe,B1,de,Goethe
ob,B1,de,Goethe
kann,B1,de,Goethe
oben,B1,de,Goethe
ober-,B1,de,Goethe
vermietet,B1,de,Goethe
Kellner,B1,de,Goethe
Obst,B1,de,Goethe
obwohl,B1,de,Goethe
offen,B1,de,Goethe
offenem,B1,de,Goethe
öffentlich,B1,de,Goethe
öffentlichen,B1,de,Goethe
Öffentlichkeit,B1,de,Goethe
streiten,B1,de,Goethe
veröffentlichen,B1,de,Goethe
fentlicht,B1,de,Goethe
offenbar,B1,de,Goethe
offiziell,B1,de,Goethe
Einladung,B1,de,Goethe
ordentlich,B1,de,Goethe
Mensch,B1,de,Goethe
Praxis,B1,de,Goethe
Sprechstunde,B1,de,Goethe
ordnen,B1,de,Goethe
Ordnung,B1,de,Goethe
organisieren,B1,de,Goethe
organisierte,B1,de,Goethe
original,B1,de,Goethe
von,B1,de,Goethe
chen,B1,de,Goethe
paar,B1,de,Goethe
Schuhe,B1,de,Goethe
pauschal,B1,de,Goethe
peinlich,B1,de,Goethe
in,B1,de,Goethe
sioniert,B1,de,Goethe
pensioniert,B1,de,Goethe
Pensionistin,B1,de,Goethe
per,B1,de,Goethe
perfekt,B1,de,Goethe
Bahnsteig,B1,de,Goethe
Familienstand,B1,de,Goethe
Topf,B1,de,Goethe
populär,B1,de,Goethe
monee,B1,de,Goethe
positiv,B1,de,Goethe
lerin,B1,de,Goethe
Briefträger,B1,de,Goethe
praktisch,B1,de,Goethe
präsentieren,B1,de,Goethe
Prost,B1,de,Goethe
protestieren,B1,de,Goethe
protestierte,B1,de,Goethe
prüfen,B1,de,Goethe
geprüft,B1,de,Goethe
putzen,B1,de,Goethe
Nichtraucherin,B1,de,Goethe
reagieren,B1,de,Goethe
reagierte,B1,de,Goethe
realisieren,B1,de,Goethe
realisierte,B1,de,Goethe
Realität,B1,de,Goethe
realistisch,B1,de,Goethe
Recherchen,B1,de,Goethe
rechnen,B1,de,Goethe
rechnete,B1,de,Goethe
haben,B1,de,Goethe
zurückzubekommen,B1,de,Goethe
rechtlich,B1,de,Goethe
recht,B1,de,Goethe
rechts,B1,de,Goethe
recht-,B1,de,Goethe
rein,B1,de,Goethe
reisen,B1,de,Goethe
reiten,B1,de,Goethe
relativ,B1,de,Goethe
rennen,B1,de,Goethe
reparieren,B1,de,Goethe
reparierte,B1,de,Goethe
roh,B1,de,Goethe
rück-,B1,de,Goethe
rückwärts,B1,de,Goethe
Karotte,B1,de,Goethe
rufen,B1,de,Goethe
rund,B1,de,Goethe
satt,B1,de,Goethe
danke,B1,de,Goethe
sauber,B1,de,Goethe
sauer,B1,de,Goethe
wirklich,B1,de,Goethe
Zigaretten,B1,de,Goethe
Schachtel,B1,de,Goethe
kannst,B1,de,Goethe
schaden,B1,de,Goethe
schadete,B1,de,Goethe
schädlich,B1,de,Goethe
Gesundheit,B1,de,Goethe
schaffen,B1,de,Goethe
schalten,B1,de,Goethe
schaltete,B1,de,Goethe
Nachrichten,B1,de,Goethe
Tür,B1,de,Goethe
Schalter,B1,de,Goethe
scharf,B1,de,Goethe
Schatten,B1,de,Goethe
schätzen,B1,de,Goethe
schätzte,B1,de,Goethe
Schild,B1,de,Goethe
Pullover,B1,de,Goethe
schimpfen,B1,de,Goethe
schimpfte,B1,de,Goethe
schlafen,B1,de,Goethe
Mittagessen,B1,de,Goethe
schlagen,B1,de,Goethe
schlank,B1,de,Goethe
schlecht,B1,de,Goethe
Fenster,B1,de,Goethe
Sonst,B1,de,Goethe
dich,B1,de,Goethe
schließen,B1,de,Goethe
Schreibtisch,B1,de,Goethe
schnell,B1,de,Goethe
möglich,B1,de,Goethe
Salat,B1,de,Goethe
Medikament,B1,de,Goethe
Schokolade,B1,de,Goethe
lesen,B1,de,Goethe
schön,B1,de,Goethe
Aufenthalt,B1,de,Goethe
bleiben,B1,de,Goethe
Unfall,B1,de,Goethe
schreiben,B1,de,Goethe
schrieb,B1,de,Goethe
aufschreiben,B1,de,Goethe
aufgeschrieben,B1,de,Goethe
Umwelt,B1,de,Goethe
schwach,B1,de,Goethe
mich,B1,de,Goethe
helfen,B1,de,Goethe
Pilz,B1,de,Goethe
schwanger,B1,de,Goethe
schaft,B1,de,Goethe
schweigen,B1,de,Goethe
schwieg,B1,de,Goethe
schwer,B1,de,Goethe
Schmerztablette,B1,de,Goethe
Schwieger-,B1,de,Goethe
Schwiegereltern,B1,de,Goethe
Schwiegertochter,B1,de,Goethe
schwierig,B1,de,Goethe
Parkplatz,B1,de,Goethe
schwimmen,B1,de,Goethe
schwamm,B1,de,Goethe
schwitzen,B1,de,Goethe
schwitzte,B1,de,Goethe
sehen,B1,de,Goethe
Brille,B1,de,Goethe
selten,B1,de,Goethe
seltsam,B1,de,Goethe
Brötchen,B1,de,Goethe
senden,B1,de,Goethe
senkrecht,B1,de,Goethe
Ober,B1,de,Goethe
Stuhl,B1,de,Goethe
sicher,B1,de,Goethe
sichern,B1,de,Goethe
sodass,B1,de,Goethe
Verspätung,B1,de,Goethe
sofort,B1,de,Goethe
sogenannt-,B1,de,Goethe
genannte,B1,de,Goethe
sogar,B1,de,Goethe
solange,B1,de,Goethe
solch-,B1,de,Goethe
sollen,B1,de,Goethe
gesollt,B1,de,Goethe
Modalverb,B1,de,Goethe
einverstanden,B1,de,Goethe
Sonder-,B1,de,Goethe
duziert,B1,de,Goethe
sondern,B1,de,Goethe
scheint,B1,de,Goethe
gelegen,B1,de,Goethe
sonnig,B1,de,Goethe
sorgen,B1,de,Goethe
Heizung,B1,de,Goethe
keine,B1,de,Goethe
Spezial-,B1,de,Goethe
speziell,B1,de,Goethe
spielen,B1,de,Goethe
spitz,B1,de,Goethe
sprechen,B1,de,Goethe
statistisch,B1,de,Goethe
statt,B1,de,Goethe
stattfinden,B1,de,Goethe
fand,B1,de,Goethe
staubsaugen,B1,de,Goethe
staubsaugte,B1,de,Goethe
stechen,B1,de,Goethe
stecken,B1,de,Goethe
stehen,B1,de,Goethe
stehlen,B1,de,Goethe
steigen,B1,de,Goethe
stimmen,B1,de,Goethe
stinken,B1,de,Goethe
stolz,B1,de,Goethe
stoppen,B1,de,Goethe
stören,B1,de,Goethe
strafbar,B1,de,Goethe
Schule,B1,de,Goethe
angesagt,B1,de,Goethe
stürzen,B1,de,Goethe
Suchtmittel,B1,de,Goethe
super,B1,de,Goethe
permarkt,B1,de,Goethe
süß,B1,de,Goethe
Symbole,B1,de,Goethe
sympathisch,B1,de,Goethe
Held,B1,de,Goethe
tatsächlich,B1,de,Goethe
taub,B1,de,Goethe
tauchen,B1,de,Goethe
tauschen,B1,de,Goethe
tauschte,B1,de,Goethe
Tee,B1,de,Goethe
teilen,B1,de,Goethe
teilnehmen,B1,de,Goethe
telefonieren,B1,de,Goethe
telefonierte,B1,de,Goethe
tippen,B1,de,Goethe
getippt,B1,de,Goethe
tödlich,B1,de,Goethe
tolerant,B1,de,Goethe
toll,B1,de,Goethe
radeiser,B1,de,Goethe
Pfanne,B1,de,Goethe
tot,B1,de,Goethe
total,B1,de,Goethe
Stiege,B1,de,Goethe
treten,B1,de,Goethe
treu,B1,de,Goethe
trinken,B1,de,Goethe
trocken,B1,de,Goethe
trocknen,B1,de,Goethe
trocknete,B1,de,Goethe
Gehsteig,B1,de,Goethe
trotz,B1,de,Goethe
trotzdem,B1,de,Goethe
tun,B1,de,Goethe
übermorgen,B1,de,Goethe
übernachten,B1,de,Goethe
übernachtete,B1,de,Goethe
übernehmen,B1,de,Goethe
übernahm,B1,de,Goethe
überprüfen,B1,de,Goethe
überprüfte,B1,de,Goethe
überqueren,B1,de,Goethe
überquerte,B1,de,Goethe
überraschen,B1,de,Goethe
überraschte,B1,de,Goethe
überreden,B1,de,Goethe
überredete,B1,de,Goethe
übersetzen,B1,de,Goethe
übersetzte,B1,de,Goethe
über-,B1,de,Goethe
übertreiben,B1,de,Goethe
übertrieb,B1,de,Goethe
überweisen,B1,de,Goethe
überwies,B1,de,Goethe
umsteigen,B1,de,Goethe
stieg,B1,de,Goethe
umtauschen,B1,de,Goethe
schmutzung,B1,de,Goethe
umziehen,B1,de,Goethe
umgezogen,B1,de,Goethe
un-,B1,de,Goethe
und,B1,de,Goethe
ungefähr,B1,de,Goethe
ungewöhnlich,B1,de,Goethe
unglaublich,B1,de,Goethe
unheimlich,B1,de,Goethe
unterschiedlich,B1,de,Goethe
unterschreiben,B1,de,Goethe
schreibt,B1,de,Goethe
unterstreichen,B1,de,Goethe
icht,B1,de,Goethe
unterstützen,B1,de,Goethe
unterstützte,B1,de,Goethe
untersuchen,B1,de,Goethe
untersuchte,B1,de,Goethe
unterwegs,B1,de,Goethe
Ferien,B1,de,Goethe
verursachen,B1,de,Goethe
verursachte,B1,de,Goethe
ursprünglich,B1,de,Goethe
verbrauchen,B1,de,Goethe
verbrauchte,B1,de,Goethe
verbrennt,B1,de,Goethe
verbringen,B1,de,Goethe
verbrachte,B1,de,Goethe
verdienen,B1,de,Goethe
verdiente,B1,de,Goethe
vereinbaren,B1,de,Goethe
vereinbarte,B1,de,Goethe
vergeblich,B1,de,Goethe
vergaß,B1,de,Goethe
vergleichen,B1,de,Goethe
verglich,B1,de,Goethe
vergnügte,B1,de,Goethe
verläuft,B1,de,Goethe
verletzte,B1,de,Goethe
verlieren,B1,de,Goethe
vermeiden,B1,de,Goethe
vermied,B1,de,Goethe
vermieten,B1,de,Goethe
mietete,B1,de,Goethe
vermissen,B1,de,Goethe
vermisste,B1,de,Goethe
vermuten,B1,de,Goethe
vermutete,B1,de,Goethe
vermutlich,B1,de,Goethe
vernünftig,B1,de,Goethe
verpacken,B1,de,Goethe
verpackte,B1,de,Goethe
verpassen,B1,de,Goethe
verpasste,B1,de,Goethe
versteckt,B1,de,Goethe
verstand,B1,de,Goethe
versuchen,B1,de,Goethe
versuchte,B1,de,Goethe
verteilen,B1,de,Goethe
verteilte,B1,de,Goethe
vertrauen,B1,de,Goethe
vertraute,B1,de,Goethe
vertreten,B1,de,Goethe
verurteilen,B1,de,Goethe
verurteilte,B1,de,Goethe
verwandt,B1,de,Goethe
verwechseln,B1,de,Goethe
verwechselte,B1,de,Goethe
voneinander,B1,de,Goethe
gehört,B1,de,Goethe
vor,B1,de,Goethe
Meier,B1,de,Goethe
voraus,B1,de,Goethe
Mühe,B1,de,Goethe
zung,B1,de,Goethe
Voraussetzung,B1,de,Goethe
Firma,B1,de,Goethe
voraussichtlich,B1,de,Goethe
Minuten,B1,de,Goethe
bereitet,B1,de,Goethe
bereiten,B1,de,Goethe
Vorbereitung,B1,de,Goethe
vorder-,B1,de,Goethe
vorgestern,B1,de,Goethe
vorhaben,B1,de,Goethe
hatte,B1,de,Goethe
vorher,B1,de,Goethe
vorhin,B1,de,Goethe
sollst,B1,de,Goethe
vorkommen,B1,de,Goethe
kam,B1,de,Goethe
waagerecht,B1,de,Goethe
Strich,B1,de,Goethe
wach,B1,de,Goethe
wachsen,B1,de,Goethe
Zugrestaurant,B1,de,Goethe
wählen,B1,de,Goethe
wahnsinnig,B1,de,Goethe
wahr,B1,de,Goethe
während,B1,de,Goethe
Musik,B1,de,Goethe
unsere,B1,de,Goethe
Wahrscheinlich,B1,de,Goethe
Wand,B1,de,Goethe
hört,B1,de,Goethe
wandern,B1,de,Goethe
wanderte,B1,de,Goethe
Wanderung,B1,de,Goethe
weder,B1,de,Goethe
wegen,B1,de,Goethe
wehtun,B1,de,Goethe
weiblich,B1,de,Goethe
weich,B1,de,Goethe
Ei,B1,de,Goethe
weigerte,B1,de,Goethe
weil,B1,de,Goethe
bin,B1,de,Goethe
guten,B1,de,Goethe
weinen,B1,de,Goethe
einfach,B1,de,Goethe
weit,B1,de,Goethe
ruhig,B1,de,Goethe
welcher,B1,de,Goethe
werb,B1,de,Goethe
gemalt,B1,de,Goethe
wetten,B1,de,Goethe
Wetter,B1,de,Goethe
wichtig,B1,de,Goethe
Termin,B1,de,Goethe
widersprechen,B1,de,Goethe
widerspricht,B1,de,Goethe
widersprach,B1,de,Goethe
spät,B1,de,Goethe
wiederholen,B1,de,Goethe
wiederholte,B1,de,Goethe
wiegen,B1,de,Goethe
wild,B1,de,Goethe
Bäumen,B1,de,Goethe
wieso,B1,de,Goethe
wohl,B1,de,Goethe
geplant,B1,de,Goethe
wohnen,B1,de,Goethe
möglichst,B1,de,Goethe
fern,B1,de,Goethe
bewölkt,B1,de,Goethe
wollen,B1,de,Goethe
worüber,B1,de,Goethe
worum,B1,de,Goethe
gesagt,B1,de,Goethe
nachschlagen,B1,de,Goethe
verbinden,B1,de,Goethe
war,B1,de,Goethe
Schlimmes,B1,de,Goethe
Wunder,B1,de,Goethe
passt,B1,de,Goethe
bares,B1,de,Goethe
zeichnen,B1,de,Goethe
zeichnete,B1,de,Goethe
zeigen,B1,de,Goethe
zurzeit,B1,de,Goethe
zelten,B1,de,Goethe
zentral,B1,de,Goethe
zerstören,B1,de,Goethe
zerstörte,B1,de,Goethe
zuerst,B1,de,Goethe
ihr,B1,de,Goethe
getroffen,B1,de,Goethe
zufrieden,B1,de,Goethe
Balkon,B1,de,Goethe
zugänglich,B1,de,Goethe
zugehen,B1,de,Goethe
Zuhause,B1,de,Goethe
zuhören,B1,de,Goethe
hörte,B1,de,Goethe
Denk,B1,de,Goethe
zukünftig,B1,de,Goethe
zuletzt,B1,de,Goethe
zumachen,B1,de,Goethe
zumindest,B1,de,Goethe
zunächst,B1,de,Goethe
zuständig,B1,de,Goethe
zustimmen,B1,de,Goethe
stimmte,B1,de,Goethe
zuverlässig,B1,de,Goethe
zwar,B1,de,Goethe
Ihre,B1,de,Goethe
